date,stock_code,action,shares,price,value,commission,portfolio_value_before,position_mode
2017-09-04,603825.SH,SELL,-1700,24.9695,31927.65,84.8964,12273086.11,fixed
2017-09-04,603860.SH,SELL,-1100,42.3371,31559.85,93.1417,12272718.31,fixed
2017-09-04,603985.SH,SELL,-3300,10.1227,29875.21,66.8095,12271033.67,fixed
2017-09-04,300699.SZ,BUY,4500,7.2711,32719.95,65.4399,12208438.51,fixed
2017-09-04,300696.SZ,BUY,1700,18.3995,31279.08,62.5582,12209879.38,fixed
2017-09-04,300661.SZ,BUY,4600,6.4736,29778.39,59.5568,12211380.07,fixed
2017-09-04,002896.SZ,BUY,3000,10.6751,32025.26,64.0505,12209133.2,fixed
2017-09-04,603127.SH,BUY,8000,4.0779,32622.92,65.2458,12208535.54,fixed
2017-09-04,603181.SH,BUY,3600,9.1159,32817.36,65.6347,12208341.1,fixed
2017-09-04,300693.SZ,BUY,2400,13.6695,32806.88,65.6138,12208351.58,fixed
2017-09-04,002884.SZ,BUY,3100,9.5989,29756.5,59.513,12211401.97,fixed
2017-09-04,300692.SZ,BUY,2900,11.052,32050.91,64.1018,12209107.55,fixed
2017-09-04,300698.SZ,BUY,3100,10.3642,32128.98,64.258,12209029.48,fixed
2017-09-04,603079.SH,BUY,1400,22.4949,31492.85,62.9857,12209665.61,fixed
2017-09-04,600725.SH,BUY,10500,2.85,29925.0,59.85,12211233.46,fixed
2017-09-04,300687.SZ,BUY,2200,13.3806,29437.24,58.8745,12211721.22,fixed
2017-09-04,002895.SZ,BUY,2200,14.7225,32389.45,64.7789,12208769.02,fixed
2017-09-04,300461.SZ,BUY,800,35.654,28523.24,57.0465,12212635.22,fixed
2017-09-04,300393.SZ,BUY,2900,10.1967,29570.46,59.1409,12211588.01,fixed
2017-09-04,603976.SH,BUY,1000,31.0489,31048.93,62.0979,12210109.53,fixed
2017-09-04,603757.SH,BUY,1300,22.3948,29113.29,58.2266,12212045.17,fixed
2017-09-04,000513.SZ,BUY,1300,22.5123,29265.96,58.5319,12211892.5,fixed
2017-09-04,600985.SH,BUY,3700,8.0397,29746.76,59.4935,12211411.7,fixed
2017-09-04,002878.SZ,BUY,2200,13.4031,29486.82,58.9736,12211671.64,fixed
2017-09-04,600100.SH,BUY,2100,13.7822,28942.66,57.8853,12212215.81,fixed
2017-09-04,300673.SZ,BUY,1900,15.0917,28674.32,57.3486,12212484.14,fixed
2017-09-04,603721.SH,BUY,900,34.6273,31164.61,62.3292,12209993.85,fixed
2017-09-04,600255.SH,BUY,7400,4.04,29896.0,59.792,12211262.46,fixed
2017-09-04,000029.SZ,BUY,2800,10.5438,29522.71,59.0454,12211635.76,fixed
2017-09-04,002892.SZ,BUY,4200,7.3834,31010.28,62.0206,12210148.18,fixed
2017-09-04,603383.SH,BUY,1600,18.0335,28853.67,57.7073,12212304.79,fixed
2017-09-04,300628.SZ,BUY,2000,14.9269,29853.74,59.7075,12211304.73,fixed
2017-09-04,603617.SH,BUY,3000,9.8595,29578.45,59.1569,12211580.01,fixed
2017-10-09,000029.SZ,SELL,-11200,10.5438,118090.82,236.1816,12682368.85,fixed
2017-10-09,000513.SZ,SELL,-1300,23.1686,29265.96,60.2382,12593543.99,fixed
2017-10-09,002878.SZ,SELL,-11000,13.1447,120410.36,289.1839,12684688.39,fixed
2017-10-09,002884.SZ,SELL,-6500,9.4605,58962.08,122.9869,12623240.11,fixed
2017-10-09,002892.SZ,SELL,-4200,5.4589,31010.28,45.8545,12595288.31,fixed
2017-10-09,002895.SZ,SELL,-2200,26.0176,32389.45,114.4775,12596667.48,fixed
2017-10-09,002896.SZ,SELL,-3000,20.7562,32025.26,124.5373,12596303.29,fixed
2017-10-09,300393.SZ,SELL,-2900,11.064,29570.46,64.1712,12593848.49,fixed
2017-10-09,300461.SZ,SELL,-800,36.8158,28523.24,58.9053,12592801.27,fixed
2017-10-09,300628.SZ,SELL,-2000,15.3482,29853.74,61.3927,12594131.77,fixed
2017-10-09,300661.SZ,SELL,-19100,7.6595,121052.44,292.594,12685330.47,fixed
2017-10-09,300673.SZ,SELL,-1900,15.1674,28674.32,57.6362,12592952.35,fixed
2017-10-09,300692.SZ,SELL,-2900,15.9653,32050.91,92.5988,12596328.94,fixed
2017-10-09,300693.SZ,SELL,-2400,16.1806,32806.88,77.6669,12597084.91,fixed
2017-10-09,300696.SZ,SELL,-1700,19.259,31279.08,65.4806,12595557.11,fixed
2017-10-09,300698.SZ,SELL,-3100,41.8017,32128.98,259.1706,12596407.01,fixed
2017-10-09,300699.SZ,SELL,-4500,29.7764,32719.95,267.9876,12596997.98,fixed
2017-10-09,600100.SH,SELL,-2100,12.2199,28942.66,51.3234,12593220.69,fixed
2017-10-09,600255.SH,SELL,-7400,5.6444,29896.0,83.5364,12594174.03,fixed
2017-10-09,603079.SH,SELL,-1400,31.4623,31492.85,88.0945,12595770.88,fixed
2017-10-09,603127.SH,SELL,-8000,7.5475,32622.92,120.7608,12596900.95,fixed
2017-10-09,603383.SH,SELL,-1600,18.8164,28853.67,60.2126,12593131.7,fixed
2017-10-09,603617.SH,SELL,-11500,8.7685,91733.06,201.6763,12656011.09,fixed
2017-10-09,603721.SH,SELL,-900,26.2834,31164.61,47.31,12595442.64,fixed
2017-10-09,603757.SH,SELL,-2600,23.1593,56998.61,120.4281,12621276.64,fixed
2017-10-09,603976.SH,SELL,-1000,22.0817,31048.93,44.1634,12595326.96,fixed
2017-10-09,300706.SZ,BUY,2800,11.6166,32526.48,65.053,12531751.55,fixed
2017-10-09,603363.SH,BUY,13000,2.535,32955.4,65.9108,12531322.63,fixed
2017-10-09,603136.SH,BUY,2900,11.0207,31959.97,63.9199,12532318.06,fixed
2017-10-09,300654.SZ,BUY,7000,4.6591,32613.75,65.2275,12531664.28,fixed
2017-10-09,300701.SZ,BUY,2200,14.8707,32715.64,65.4313,12531562.39,fixed
2017-10-09,600725.SH,BUY,10500,2.85,29925.0,59.85,12534353.03,fixed
2017-10-09,002902.SZ,BUY,2200,14.7921,32542.53,65.0851,12531735.5,fixed
2017-10-09,603106.SH,BUY,1800,17.5519,31593.34,63.1867,12532684.69,fixed
2017-10-09,300700.SZ,BUY,1900,17.1687,32620.46,65.2409,12531657.57,fixed
2017-10-09,002900.SZ,BUY,1200,23.8178,28581.31,57.1626,12535696.72,fixed
2017-10-09,603533.SH,BUY,2900,11.0219,31963.57,63.9271,12532314.46,fixed
2017-10-09,002075.SZ,BUY,2000,14.9559,29911.84,59.8237,12534366.19,fixed
2017-10-09,000629.SZ,BUY,9700,3.07,29779.0,59.558,12534499.03,fixed
2017-10-09,002877.SZ,BUY,3200,9.3285,29851.32,59.7026,12534426.71,fixed
2017-10-09,603181.SH,BUY,2900,10.2767,29802.32,59.6046,12534475.71,fixed
2017-10-09,300687.SZ,BUY,2200,13.8221,30408.67,60.8173,12533869.36,fixed
2017-10-09,002756.SZ,BUY,1800,16.0266,28847.9,57.6958,12535430.13,fixed
2017-10-09,600985.SH,BUY,3700,8.0397,29746.76,59.4935,12534531.27,fixed
2017-10-09,300590.SZ,BUY,2800,10.5072,29420.26,58.8405,12534857.77,fixed
2017-10-09,603813.SH,BUY,900,35.1206,31608.58,63.2172,12532669.45,fixed
2017-10-09,000633.SZ,BUY,3600,8.1882,29477.45,58.9549,12534800.58,fixed
2017-10-09,000506.SZ,BUY,3400,8.75,29750.0,59.5,12534528.03,fixed
2017-10-09,002289.SZ,BUY,2500,11.68,29200.0,58.4,12535078.03,fixed
2017-10-09,603299.SH,BUY,3400,8.711,29617.51,59.235,12534660.52,fixed
2017-10-09,000503.SZ,BUY,1200,24.93,29916.0,59.832,12534362.03,fixed
2017-10-09,000889.SZ,BUY,2500,11.827,29567.42,59.1348,12534710.61,fixed
2017-10-09,300603.SZ,BUY,2300,12.727,29272.01,58.544,12535006.02,fixed
2017-10-09,300414.SZ,BUY,2300,12.7983,29436.03,58.8721,12534842.0,fixed
2017-10-09,000555.SZ,BUY,1800,16.4065,29531.63,59.0633,12534746.4,fixed
2017-10-09,600885.SH,BUY,2100,13.9058,29202.15,58.4043,12535075.88,fixed
2017-11-06,000503.SZ,SELL,-1200,24.93,29916.0,59.832,12956386.2,fixed
2017-11-06,000506.SZ,SELL,-3400,7.8921,29750.0,53.6663,12956220.2,fixed
2017-11-06,000633.SZ,SELL,-3600,10.0799,29477.45,72.5754,12955947.65,fixed
2017-11-06,000889.SZ,SELL,-2500,9.6392,29567.42,48.1961,12956037.62,fixed
2017-11-06,002289.SZ,SELL,-2500,11.68,29200.0,58.4,12955670.2,fixed
2017-11-06,002877.SZ,SELL,-3200,11.2412,29851.32,71.9437,12956321.53,fixed
2017-11-06,002900.SZ,SELL,-1200,20.5492,28581.31,49.3181,12955051.52,fixed
2017-11-06,002902.SZ,SELL,-2200,31.3827,32542.53,138.084,12959012.73,fixed
2017-11-06,300603.SZ,SELL,-2300,16.717,29272.01,76.8982,12955742.21,fixed
2017-11-06,300654.SZ,SELL,-7000,8.5413,32613.75,119.5778,12959083.95,fixed
2017-11-06,300687.SZ,SELL,-8200,12.7729,92507.32,209.4762,13018977.52,fixed
2017-11-06,300700.SZ,SELL,-1900,23.4058,32620.46,88.942,12959090.66,fixed
2017-11-06,300701.SZ,SELL,-2200,13.5571,32715.64,59.6513,12959185.84,fixed
2017-11-06,300706.SZ,SELL,-2800,50.371,32526.48,282.0778,12958996.68,fixed
2017-11-06,600725.SH,SELL,-31500,2.85,89775.0,179.55,13016245.2,fixed
2017-11-06,603106.SH,SELL,-1800,15.9965,31593.34,57.5873,12958063.54,fixed
2017-11-06,603136.SH,SELL,-2900,14.88,31959.97,86.3038,12958430.17,fixed
2017-11-06,603181.SH,SELL,-6500,8.9408,62619.68,116.2309,12989089.88,fixed
2017-11-06,603299.SH,SELL,-3400,8.711,29617.51,59.235,12956087.71,fixed
2017-11-06,603363.SH,SELL,-13000,4.2083,32955.4,109.4158,12959425.6,fixed
2017-11-06,603533.SH,SELL,-2900,61.2384,31963.57,355.1829,12958433.77,fixed
2017-11-06,603813.SH,SELL,-900,39.7624,31608.58,71.5723,12958078.78,fixed
2017-11-06,603912.SH,BUY,6000,5.4781,32868.65,65.7373,12893601.55,fixed
2017-11-06,300708.SZ,BUY,5200,6.2547,32524.41,65.0488,12893945.79,fixed
2017-11-06,002909.SZ,BUY,4800,6.8207,32739.45,65.4789,12893730.75,fixed
2017-11-06,300711.SZ,BUY,3700,8.8989,32925.85,65.8517,12893544.36,fixed
2017-11-06,603466.SH,BUY,2200,14.8588,32689.36,65.3787,12893780.84,fixed
2017-11-06,002910.SZ,BUY,2100,15.3318,32196.7,64.3934,12894273.5,fixed
2017-11-06,300715.SZ,BUY,3700,8.8814,32861.34,65.7227,12893608.87,fixed
2017-11-06,300713.SZ,BUY,1200,25.957,31148.44,62.2969,12895321.76,fixed
2017-11-06,603289.SH,BUY,2900,11.0472,32036.93,64.0739,12894433.27,fixed
2017-11-06,603607.SH,BUY,1500,21.0987,31648.06,63.2961,12894822.14,fixed
2017-11-06,300712.SZ,BUY,1700,18.5734,31574.74,63.1495,12894895.47,fixed
2017-11-06,000820.SZ,BUY,1000,28.96,28960.0,57.92,12897510.2,fixed
2017-11-06,603722.SH,BUY,1000,32.7663,32766.3,65.5326,12893703.9,fixed
2017-11-06,603659.SH,BUY,5300,6.1199,32435.46,64.8709,12894034.74,fixed
2017-11-06,300661.SZ,BUY,3200,9.227,29526.3,59.0526,12896943.9,fixed
2017-11-06,600398.SH,BUY,4900,6.031,29552.08,59.1042,12896918.12,fixed
2017-11-06,002884.SZ,BUY,2800,10.6751,29890.35,59.7807,12896579.85,fixed
2017-11-06,300590.SZ,BUY,2800,10.5072,29420.26,58.8405,12897049.94,fixed
2017-11-06,002756.SZ,BUY,1800,16.0266,28847.9,57.6958,12897622.3,fixed
2017-11-06,603260.SH,BUY,1100,29.6033,32563.67,65.1273,12893906.53,fixed
2017-11-06,600885.SH,BUY,2100,14.3203,30072.6,60.1452,12896397.6,fixed
2017-11-06,300673.SZ,BUY,1700,17.2124,29261.02,58.522,12897209.18,fixed
2017-11-06,000629.SZ,BUY,9700,3.07,29779.0,59.558,12896691.2,fixed
2017-11-06,002075.SZ,BUY,2000,14.9559,29911.84,59.8237,12896558.36,fixed
2017-11-06,601005.SH,BUY,13900,2.15,29885.0,59.77,12896585.2,fixed
2017-11-06,300414.SZ,BUY,2300,12.7983,29436.03,58.8721,12897034.17,fixed
2017-11-06,002837.SZ,BUY,5800,5.1618,29938.21,59.8764,12896531.99,fixed
2017-11-06,600985.SH,BUY,3700,8.0397,29746.76,59.4935,12896723.44,fixed
2017-11-06,300376.SZ,BUY,3600,8.2523,29708.39,59.4168,12896761.81,fixed
2017-11-06,000555.SZ,BUY,1800,16.4065,29531.63,59.0633,12896938.57,fixed
2017-12-04,002837.SZ,SELL,-5800,5.6105,29938.21,65.0816,13052640.42,fixed
2017-12-04,002909.SZ,SELL,-4800,6.7262,32739.45,64.5712,13055441.66,fixed
2017-12-04,002910.SZ,SELL,-2100,19.9542,32196.7,83.8078,13054898.91,fixed
2017-12-04,300376.SZ,SELL,-3600,8.2523,29708.39,59.4168,13052410.6,fixed
2017-12-04,300414.SZ,SELL,-4600,12.4037,58872.06,114.1136,13081574.27,fixed
2017-12-04,300661.SZ,SELL,-3200,10.1774,29526.3,65.1355,13052228.51,fixed
2017-12-04,300673.SZ,SELL,-1700,15.4496,29261.02,52.5286,13051963.23,fixed
2017-12-04,300708.SZ,SELL,-5200,9.5508,32524.41,99.3285,13055226.62,fixed
2017-12-04,300711.SZ,SELL,-3700,14.244,32925.85,105.4054,13055628.06,fixed
2017-12-04,300712.SZ,SELL,-1700,18.525,31574.74,62.9851,13054276.95,fixed
2017-12-04,300713.SZ,SELL,-1200,29.9138,31148.44,71.793,13053850.65,fixed
2017-12-04,300715.SZ,SELL,-3700,8.7133,32861.34,64.4782,13055563.55,fixed
2017-12-04,600885.SH,SELL,-4200,14.5252,59274.75,122.0117,13081976.96,fixed
2017-12-04,603260.SH,SELL,-1100,36.1783,32563.67,79.5923,13055265.88,fixed
2017-12-04,603289.SH,SELL,-2900,13.2407,32036.93,76.7962,13054739.14,fixed
2017-12-04,603466.SH,SELL,-2200,12.1355,32689.36,53.3963,13055391.57,fixed
2017-12-04,603607.SH,SELL,-1500,19.8347,31648.06,59.5042,13054350.27,fixed
2017-12-04,603659.SH,SELL,-5300,14.4554,32435.46,153.2274,13055137.67,fixed
2017-12-04,603722.SH,SELL,-1000,41.6523,32766.3,83.3046,13055468.51,fixed
2017-12-04,603912.SH,SELL,-6000,9.2896,32868.65,111.4751,13055570.86,fixed
2017-12-04,603809.SH,BUY,5500,5.9107,32508.8,65.0176,12990193.41,fixed
2017-12-04,000638.SZ,BUY,2600,11.14,28964.0,57.928,12993738.21,fixed
2017-12-04,002912.SZ,BUY,800,38.1713,30537.02,61.074,12992165.19,fixed
2017-12-04,603685.SH,BUY,1200,23.9821,28778.49,57.557,12993923.72,fixed
2017-12-04,300727.SZ,BUY,3000,10.8107,32432.2,64.8644,12990270.01,fixed
2017-12-04,000820.SZ,BUY,1000,28.96,28960.0,57.92,12993742.21,fixed
2017-12-04,300726.SZ,BUY,900,34.9129,31421.59,62.8432,12991280.62,fixed
2017-12-04,300725.SZ,BUY,1100,28.7423,31616.53,63.2331,12991085.68,fixed
2017-12-04,603039.SH,BUY,1700,17.2122,29260.67,58.5213,12993441.54,fixed
2017-12-04,002884.SZ,BUY,3000,9.7438,29231.51,58.463,12993470.7,fixed
2017-12-04,300590.SZ,BUY,2800,10.5072,29420.26,58.8405,12993281.95,fixed
2017-12-04,002075.SZ,BUY,2000,14.9559,29911.84,59.8237,12992790.37,fixed
2017-12-04,000629.SZ,BUY,9700,3.07,29779.0,59.558,12992923.21,fixed
2017-12-04,002913.SZ,BUY,1500,21.24,31860.0,63.72,12990842.21,fixed
2017-12-04,600985.SH,BUY,3700,8.0397,29746.76,59.4935,12992955.45,fixed
2017-12-04,002289.SZ,BUY,2500,11.68,29200.0,58.4,12993502.21,fixed
2017-12-04,603936.SH,BUY,2000,14.3969,28793.9,57.5878,12993908.32,fixed
2017-12-04,002756.SZ,BUY,1800,16.0266,28847.9,57.6958,12993854.31,fixed
2017-12-04,000555.SZ,BUY,1800,16.4065,29531.63,59.0633,12993170.58,fixed
2017-12-04,000509.SZ,BUY,4900,6.12,29988.0,59.976,12992714.21,fixed
2017-12-04,600398.SH,BUY,5200,5.7177,29731.8,59.4636,12992970.41,fixed
2017-12-04,002911.SZ,BUY,3100,9.1566,28385.44,56.7709,12994316.77,fixed
2017-12-04,600666.SH,BUY,2700,10.9669,29610.64,59.2213,12993091.57,fixed
2017-12-04,000504.SZ,BUY,1500,19.6,29400.0,58.8,12993302.21,fixed
2017-12-04,001696.SZ,BUY,5000,5.8881,29440.42,58.8808,12993261.79,fixed
2017-12-04,600998.SH,BUY,5100,5.8664,29918.66,59.8373,12992783.55,fixed
2017-12-04,600248.SH,BUY,6400,4.6706,29891.89,59.7838,12992810.32,fixed
2017-12-04,300288.SZ,BUY,1100,25.8354,28418.99,56.838,12994283.22,fixed
2017-12-04,300723.SZ,BUY,2100,13.4362,28215.98,56.432,12994486.24,fixed
2017-12-04,601005.SH,BUY,13900,2.15,29885.0,59.77,12992817.21,fixed
2018-01-02,000504.SZ,SELL,-1500,23.4565,29400.0,70.3696,13067614.97,fixed
2018-01-02,000555.SZ,SELL,-5400,11.5816,88594.9,125.0814,13126809.87,fixed
2018-01-02,000638.SZ,SELL,-2600,11.14,28964.0,57.928,13067178.97,fixed
2018-01-02,001696.SZ,SELL,-5000,4.99,29440.42,49.9,13067655.39,fixed
2018-01-02,002075.SZ,SELL,-6000,14.9559,89735.51,179.471,13127950.48,fixed
2018-01-02,002756.SZ,SELL,-5400,14.9602,86543.7,161.5706,13124758.67,fixed
2018-01-02,002884.SZ,SELL,-5800,8.8647,59121.87,102.831,13097336.84,fixed
2018-01-02,002911.SZ,SELL,-3100,9.2062,28385.44,57.0787,13066600.41,fixed
2018-01-02,002912.SZ,SELL,-800,42.7037,30537.02,68.326,13068751.99,fixed
2018-01-02,002913.SZ,SELL,-1500,21.7875,31860.0,65.3624,13070074.97,fixed
2018-01-02,300590.SZ,SELL,-8400,9.6522,88260.78,162.1564,13126475.75,fixed
2018-01-02,300723.SZ,SELL,-2100,12.7896,28215.98,53.7164,13066430.95,fixed
2018-01-02,300725.SZ,SELL,-1100,43.9153,31616.53,96.6137,13069831.5,fixed
2018-01-02,300726.SZ,SELL,-900,26.9198,31421.59,48.4556,13069636.56,fixed
2018-01-02,300727.SZ,SELL,-3000,17.864,32432.2,107.1839,13070647.17,fixed
2018-01-02,600248.SH,SELL,-6400,4.6706,29891.89,59.7838,13068106.86,fixed
2018-01-02,600398.SH,SELL,-10100,6.1786,59283.88,124.8069,13097498.85,fixed
2018-01-02,600985.SH,SELL,-14800,8.4169,118987.03,249.1411,13157202.0,fixed
2018-01-02,601005.SH,SELL,-27800,2.15,59770.0,119.54,13097984.97,fixed
2018-01-02,603039.SH,SELL,-1700,16.9461,29260.67,57.6168,13067475.64,fixed
2018-01-02,603685.SH,SELL,-1200,19.1654,28778.49,45.9969,13066993.46,fixed
2018-01-02,603809.SH,SELL,-5500,4.5412,32508.8,49.9529,13070723.77,fixed
2018-01-02,603936.SH,SELL,-2000,14.0535,28793.9,56.2141,13067008.87,fixed
2018-01-02,300684.SZ,BUY,7200,4.5413,32697.46,65.3949,13005517.51,fixed
2018-01-02,002921.SZ,BUY,2100,15.2958,32121.15,64.2423,13006093.82,fixed
2018-01-02,603283.SH,BUY,3100,10.3544,32098.59,64.1972,13006116.38,fixed
2018-01-02,002916.SZ,BUY,800,36.9859,29588.75,59.1775,13008626.22,fixed
2018-01-02,002920.SZ,BUY,800,40.864,32691.23,65.3825,13005523.74,fixed
2018-01-02,000820.SZ,BUY,1000,28.96,28960.0,57.92,13009254.97,fixed
2018-01-02,000034.SZ,BUY,1500,19.7331,29599.72,59.1994,13008615.25,fixed
2018-01-02,300735.SZ,BUY,4200,7.7513,32555.44,65.1109,13005659.53,fixed
2018-01-02,002289.SZ,BUY,2500,11.68,29200.0,58.4,13009014.97,fixed
2018-01-02,000509.SZ,BUY,4900,6.12,29988.0,59.976,13008226.97,fixed
2018-01-02,002788.SZ,BUY,3400,8.8081,29947.63,59.8953,13008267.34,fixed
2018-01-02,000629.SZ,BUY,9700,3.07,29779.0,59.558,13008435.97,fixed
2018-01-02,600340.SH,BUY,1400,21.4247,29994.6,59.9892,13008220.37,fixed
2018-01-02,603912.SH,BUY,3200,9.3678,29976.94,59.9539,13008238.03,fixed
2018-01-02,300628.SZ,BUY,2200,13.3045,29269.97,58.5399,13008945.0,fixed
2018-01-02,600998.SH,BUY,5000,5.8944,29471.99,58.944,13008742.98,fixed
2018-01-02,600615.SH,BUY,2700,11.0512,29838.34,59.6767,13008376.63,fixed
2018-01-02,300715.SZ,BUY,3500,8.5331,29865.81,59.7316,13008349.16,fixed
2018-01-02,300713.SZ,BUY,1000,28.6614,28661.37,57.3227,13009553.6,fixed
2018-01-02,600768.SH,BUY,2000,14.478,28955.92,57.9118,13009259.05,fixed
2018-01-02,600666.SH,BUY,2700,10.9669,29610.64,59.2213,13008604.33,fixed
2018-01-02,600664.SH,BUY,5600,5.2828,29583.56,59.1671,13008631.41,fixed
2018-01-02,600233.SH,BUY,2000,14.9193,29838.55,59.6771,13008376.42,fixed
2018-01-02,300288.SZ,BUY,1200,23.4025,28083.04,56.1661,13010131.93,fixed
2018-01-02,600028.SH,BUY,8300,3.6069,29937.65,59.8753,13008277.32,fixed
2018-01-02,603298.SH,BUY,4400,6.8232,30022.03,60.0441,13008192.93,fixed
2018-01-02,600084.SH,BUY,3900,7.52,29328.0,58.656,13008886.97,fixed
2018-01-02,002694.SZ,BUY,1300,21.81,28353.0,56.706,13009861.97,fixed
2018-01-02,603360.SH,BUY,9100,3.2837,29881.67,59.7633,13008333.3,fixed
2018-01-02,002818.SZ,BUY,2600,11.1752,29055.47,58.1109,13009159.5,fixed
2018-01-30,000820.SZ,SELL,-3000,17.3626,86880.0,104.1757,13246325.66,fixed
2018-01-30,002289.SZ,SELL,-5000,10.2897,58400.0,102.897,13217845.67,fixed
2018-01-30,002818.SZ,SELL,-2600,11.1014,29055.47,57.7275,13188501.13,fixed
2018-01-30,002916.SZ,SELL,-800,33.9203,29588.75,54.2726,13189034.42,fixed
2018-01-30,002920.SZ,SELL,-800,35.7203,32691.23,57.1524,13192136.9,fixed
2018-01-30,002921.SZ,SELL,-2100,23.884,32121.15,100.3126,13191566.81,fixed
2018-01-30,300288.SZ,SELL,-2300,26.6078,56502.03,122.3961,13215947.69,fixed
2018-01-30,300628.SZ,SELL,-2200,11.6666,29269.97,51.3329,13188715.64,fixed
2018-01-30,300684.SZ,SELL,-7200,17.6647,32697.46,254.3718,13192143.13,fixed
2018-01-30,300713.SZ,SELL,-1000,28.8828,28661.37,57.7657,13188107.04,fixed
2018-01-30,300715.SZ,SELL,-3500,9.5249,29865.81,66.6744,13189311.47,fixed
2018-01-30,300735.SZ,SELL,-4200,12.1803,32555.44,102.3146,13192001.11,fixed
2018-01-30,600028.SH,SELL,-8300,4.2835,29937.65,71.1054,13189383.31,fixed
2018-01-30,600084.SH,SELL,-3900,7.52,29328.0,58.656,13188773.66,fixed
2018-01-30,600340.SH,SELL,-1400,29.7027,29994.6,83.1677,13189440.26,fixed
2018-01-30,600615.SH,SELL,-2700,10.9127,29838.34,58.9286,13189284.0,fixed
2018-01-30,600664.SH,SELL,-5600,5.2828,29583.56,59.1671,13189029.23,fixed
2018-01-30,603283.SH,SELL,-3100,20.1835,32098.59,125.1375,13191544.25,fixed
2018-01-30,603360.SH,SELL,-9100,3.3243,29881.67,60.5031,13189327.34,fixed
2018-01-30,603912.SH,SELL,-3200,9.4119,29976.94,60.2359,13189422.6,fixed
2018-01-30,300738.SZ,BUY,7800,4.2176,32896.99,65.794,13126548.67,fixed
2018-01-30,000034.SZ,BUY,1500,19.7331,29599.72,59.1994,13129845.95,fixed
2018-01-30,300737.SZ,BUY,3400,9.5493,32467.46,64.9349,13126978.21,fixed
2018-01-30,300624.SZ,BUY,1400,22.451,31431.33,62.8627,13128014.33,fixed
2018-01-30,000547.SZ,BUY,2800,10.6767,29894.69,59.7894,13129550.98,fixed
2018-01-30,603895.SH,BUY,900,33.1,29789.98,59.58,13129655.69,fixed
2018-01-30,603356.SH,BUY,1500,20.8432,31264.73,62.5295,13128180.94,fixed
2018-01-30,000509.SZ,BUY,4900,6.12,29988.0,59.976,13129457.67,fixed
2018-01-30,300032.SZ,BUY,2100,13.89,29169.0,58.338,13130276.66,fixed
2018-01-30,600877.SH,BUY,4600,6.43,29578.0,59.156,13129867.67,fixed
2018-01-30,002788.SZ,BUY,3400,8.5765,29160.06,58.3201,13130285.6,fixed
2018-01-30,000688.SZ,BUY,2700,10.8001,29160.36,58.3207,13130285.31,fixed
2018-01-30,600768.SH,BUY,2200,13.3051,29271.3,58.5426,13130174.37,fixed
2018-01-30,000056.SZ,BUY,2200,13.1891,29015.93,58.0319,13130429.73,fixed
2018-01-30,600998.SH,BUY,5500,5.4527,29989.89,59.9798,13129455.78,fixed
2018-01-30,002739.SZ,BUY,800,34.56,27648.0,55.296,13131797.66,fixed
2018-01-30,002398.SZ,BUY,4400,6.7897,29874.74,59.7495,13129570.93,fixed
2018-01-30,000031.SZ,BUY,3900,7.579,29558.09,59.1162,13129887.58,fixed
2018-01-30,600829.SH,BUY,2600,11.186,29083.56,58.1671,13130362.11,fixed
2018-01-30,600354.SH,BUY,4200,7.007,29429.4,58.8588,13130016.26,fixed
2018-01-30,002694.SZ,BUY,1300,21.81,28353.0,56.706,13131092.67,fixed
2018-01-30,002075.SZ,BUY,2000,14.9559,29911.84,59.8237,13129533.83,fixed
2018-01-30,000629.SZ,BUY,9700,3.07,29779.0,59.558,13129666.67,fixed
2018-01-30,000029.SZ,BUY,2800,10.5438,29522.71,59.0454,13129922.96,fixed
2018-01-30,002163.SZ,BUY,3900,7.64,29796.0,59.592,13129649.67,fixed
2018-01-30,600233.SH,BUY,2000,14.6966,29393.19,58.7864,13130052.47,fixed
2018-01-30,002468.SZ,BUY,1200,23.2539,27904.72,55.8094,13131540.94,fixed
2018-01-30,002323.SZ,BUY,8200,3.6428,29870.83,59.7417,13129574.83,fixed
2018-01-30,603298.SH,BUY,4500,6.6247,29811.34,59.6227,13129634.32,fixed
2018-01-30,600666.SH,BUY,2700,10.9669,29610.64,59.2213,13129835.03,fixed
2018-03-06,000029.SZ,SELL,-2800,10.5438,29522.71,59.0454,13151679.87,fixed
2018-03-06,000031.SZ,SELL,-3900,7.579,29558.09,59.1162,13151715.25,fixed
2018-03-06,000034.SZ,SELL,-3000,19.7331,59199.43,118.3989,13181356.6,fixed
2018-03-06,000056.SZ,SELL,-2200,13.1891,29015.93,58.0319,13151173.1,fixed
2018-03-06,000629.SZ,SELL,-48500,3.07,148895.0,297.79,13271052.16,fixed
2018-03-06,000688.SZ,SELL,-2700,9.5971,29160.36,51.8243,13151317.52,fixed
2018-03-06,002075.SZ,SELL,-2000,14.9559,29911.84,59.8237,13152069.0,fixed
2018-03-06,002163.SZ,SELL,-3900,7.64,29796.0,59.592,13151953.16,fixed
2018-03-06,002323.SZ,SELL,-8200,3.3644,29870.83,55.1756,13152028.0,fixed
2018-03-06,002398.SZ,SELL,-4400,6.7897,29874.74,59.7495,13152031.9,fixed
2018-03-06,002468.SZ,SELL,-1200,22.7998,27904.72,54.7195,13150061.89,fixed
2018-03-06,002694.SZ,SELL,-2600,10.43,56706.0,54.236,13178863.16,fixed
